COUNTRY,YEAR,IndicatorCode,NumericValue
GHA,1991,FINPROTECTION_IMP_NPRELPL_POP,0.96
MDA,2002,FINPROTECTION_IMP_NPRELPL_POP,1.15
GTM,2011,FINPROTECTION_IMP_NPRELPL_POP,1.01
BLR,2020,FINPROTECTION_IMP_NPRELPL_POP,2.11
ARM,2020,FINPROTECTION_IMP_NPRELPL_POP,2.85
LAO,2002,FINPROTECTION_IMP_NPRELPL_POP,0.19
TUR,2008,FINPROTECTION_IMP_NPRELPL_POP,0.46
OMN,1999,FINPROTECTION_IMP_NPRELPL_POP,0.68
MDA,2001,FINPROTECTION_IMP_NPRELPL_POP,1.29
AZE,2002,FINPROTECTION_IMP_NPRELPL_POP,1.25
SRB,2019,FINPROTECTION_IMP_NPRELPL_POP,2.21
JAM,2004,FINPROTECTION_IMP_NPRELPL_POP,2.42
CZE,2015,FINPROTECTION_IMP_NPRELPL_POP,0.85
POL,2018,FINPROTECTION_IMP_NPRELPL_POP,2.32
ISR,2008,FINPROTECTION_IMP_NPRELPL_POP,2.08
KGZ,2007,FINPROTECTION_IMP_NPRELPL_POP,0.72
PER,2009,FINPROTECTION_IMP_NPRELPL_POP,1.31
UKR,2013,FINPROTECTION_IMP_NPRELPL_POP,1.29
KHM,2009,FINPROTECTION_IMP_NPRELPL_POP,0.53
UKR,2009,FINPROTECTION_IMP_NPRELPL_POP,1.39
IDN,2012,FINPROTECTION_IMP_NPRELPL_POP,0.6
ESP,2008,FINPROTECTION_IMP_NPRELPL_POP,1.37
CHE,2015,FINPROTECTION_IMP_NPRELPL_POP,1.62
LTU,2003,FINPROTECTION_IMP_NPRELPL_POP,2.05
THA,2021,FINPROTECTION_IMP_NPRELPL_POP,0.7
BRB,2016,FINPROTECTION_IMP_NPRELPL_POP,1.76
EGY,2012,FINPROTECTION_IMP_NPRELPL_POP,5.02
MNE,2015,FINPROTECTION_IMP_NPRELPL_POP,0.88
BLR,2005,FINPROTECTION_IMP_NPRELPL_POP,1.26
BGR,2015,FINPROTECTION_IMP_NPRELPL_POP,2.54
ESP,2016,FINPROTECTION_IMP_NPRELPL_POP,1.57
MKD,2002,FINPROTECTION_IMP_NPRELPL_POP,0.99
BLR,2014,FINPROTECTION_IMP_NPRELPL_POP,1.07
NPL,2014,FINPROTECTION_IMP_NPRELPL_POP,1.3
RUS,1999,FINPROTECTION_IMP_NPRELPL_POP,0.82
USA,2002,FINPROTECTION_IMP_NPRELPL_POP,1.24
GIN,2018,FINPROTECTION_IMP_NPRELPL_POP,2.05
HUN,2003,FINPROTECTION_IMP_NPRELPL_POP,1.76
BRA,2008,FINPROTECTION_IMP_NPRELPL_POP,1.89
ZAF,2014,FINPROTECTION_IMP_NPRELPL_POP,0.3
MAR,2013,FINPROTECTION_IMP_NPRELPL_POP,4.31
MAR,2000,FINPROTECTION_IMP_NPRELPL_POP,2.18
CHE,2006,FINPROTECTION_IMP_NPRELPL_POP,1.95
SEN,2005,FINPROTECTION_IMP_NPRELPL_POP,1.04
LAO,2019,FINPROTECTION_IMP_NPRELPL_POP,2.12
LAO,2002,FINPROTECTION_IMP_NPRELPL_POP,0.64
FIN,2012,FINPROTECTION_IMP_NPRELPL_POP,2.55
HRV,2010,FINPROTECTION_IMP_NPRELPL_POP,1.04
IDN,2011,FINPROTECTION_IMP_NPRELPL_POP,0.76
ETH,2018,FINPROTECTION_IMP_NPRELPL_POP,0.46
POL,2009,FINPROTECTION_IMP_NPRELPL_POP,1.95
AZE,2003,FINPROTECTION_IMP_NPRELPL_POP,1.02
MKD,2000,FINPROTECTION_IMP_NPRELPL_POP,2.45
GHA,2016,FINPROTECTION_IMP_NPRELPL_POP,0.3
BFA,2009,FINPROTECTION_IMP_NPRELPL_POP,1.14
MMR,2015,FINPROTECTION_IMP_NPRELPL_POP,3.87
CZE,2009,FINPROTECTION_IMP_NPRELPL_POP,0.84
BGR,2015,FINPROTECTION_IMP_NPRELPL_POP,2.27
MNE,2013,FINPROTECTION_IMP_NPRELPL_POP,0.6
MOZ,2002,FINPROTECTION_IMP_NPRELPL_POP,0.43
CMR,1996,FINPROTECTION_IMP_NPRELPL_POP,4.3
HRV,2004,FINPROTECTION_IMP_NPRELPL_POP,1.38
MDV,2009,FINPROTECTION_IMP_NPRELPL_POP,0.74
MKD,1996,FINPROTECTION_IMP_NPRELPL_POP,0.37
IRQ,2012,FINPROTECTION_IMP_NPRELPL_POP,1.86
HND,2004,FINPROTECTION_IMP_NPRELPL_POP,0.3
UGA,2016,FINPROTECTION_IMP_NPRELPL_POP,3.01
PAK,2013,FINPROTECTION_IMP_NPRELPL_POP,1.04
BGD,2000,FINPROTECTION_IMP_NPRELPL_POP,2.0
AUS,2015,FINPROTECTION_IMP_NPRELPL_POP,1.14
UKR,2004,FINPROTECTION_IMP_NPRELPL_POP,1.89
VNM,2008,FINPROTECTION_IMP_NPRELPL_POP,4.1
GEO,1997,FINPROTECTION_IMP_NPRELPL_POP,1.56
RUS,2002,FINPROTECTION_IMP_NPRELPL_POP,1.15
BDI,1998,FINPROTECTION_IMP_NPRELPL_POP,0.4
KGZ,2004,FINPROTECTION_IMP_NPRELPL_POP,1.97
LVA,2006,FINPROTECTION_IMP_NPRELPL_POP,2.06
THA,1998,FINPROTECTION_IMP_NPRELPL_POP,0.34
SLE,2003,FINPROTECTION_IMP_NPRELPL_POP,6.25
ARM,2004,FINPROTECTION_IMP_NPRELPL_POP,1.6
GBR,2016,FINPROTECTION_IMP_NPRELPL_POP,0.35
AUS,2015,FINPROTECTION_IMP_NPRELPL_POP,1.12
PAK,2007,FINPROTECTION_IMP_NPRELPL_POP,2.14
ARM,2005,FINPROTECTION_IMP_NPRELPL_POP,1.23
KEN,2015,FINPROTECTION_IMP_NPRELPL_POP,1.64
AUS,2009,FINPROTECTION_IMP_NPRELPL_POP,1.12
PER,2019,FINPROTECTION_IMP_NPRELPL_POP,1.1
IRN,2016,FINPROTECTION_IMP_NPRELPL_POP,3.65
ISR,2003,FINPROTECTION_IMP_NPRELPL_POP,1.97
IDN,2012,FINPROTECTION_IMP_NPRELPL_POP,0.76
TZA,2007,FINPROTECTION_IMP_NPRELPL_POP,0.63
VNM,2004,FINPROTECTION_IMP_NPRELPL_POP,0.67
GEO,2009,FINPROTECTION_IMP_NPRELPL_POP,4.71
HUN,2016,FINPROTECTION_IMP_NPRELPL_POP,2.0
SLV,2019,FINPROTECTION_IMP_NPRELPL_POP,0.61
IND,2017,FINPROTECTION_IMP_NPRELPL_POP,2.57
DNK,2010,FINPROTECTION_IMP_NPRELPL_POP,1.37
MEX,2014,FINPROTECTION_IMP_NPRELPL_POP,0.48
MKD,2005,FINPROTECTION_IMP_NPRELPL_POP,1.54
KAZ,2014,FINPROTECTION_IMP_NPRELPL_POP,1.39
THA,2007,FINPROTECTION_IMP_NPRELPL_POP,0.86
IND,2011,FINPROTECTION_IMP_NPRELPL_POP,3.4
JAM,1996,FINPROTECTION_IMP_NPRELPL_POP,1.43
UGA,2016,FINPROTECTION_IMP_NPRELPL_POP,1.41
KAZ,2008,FINPROTECTION_IMP_NPRELPL_POP,0.69
TCD,2003,FINPROTECTION_IMP_NPRELPL_POP,1.36
LUX,2014,FINPROTECTION_IMP_NPRELPL_POP,1.06
MDA,2011,FINPROTECTION_IMP_NPRELPL_POP,3.24
MUS,2006,FINPROTECTION_IMP_NPRELPL_POP,0.53
BEN,2018,FINPROTECTION_IMP_NPRELPL_POP,3.23
AFG,2020,FINPROTECTION_IMP_NPRELPL_POP,2.47
BGR,2005,FINPROTECTION_IMP_NPRELPL_POP,1.96
HUN,2001,FINPROTECTION_IMP_NPRELPL_POP,1.6
PER,2020,FINPROTECTION_IMP_NPRELPL_POP,1.17
NPL,2003,FINPROTECTION_IMP_NPRELPL_POP,0.75
BOL,1999,FINPROTECTION_IMP_NPRELPL_POP,1.49
MDA,2006,FINPROTECTION_IMP_NPRELPL_POP,2.93
SRB,2015,FINPROTECTION_IMP_NPRELPL_POP,1.41
SSD,2017,FINPROTECTION_IMP_NPRELPL_POP,2.82
THA,2006,FINPROTECTION_IMP_NPRELPL_POP,1.12
CIV,2008,FINPROTECTION_IMP_NPRELPL_POP,1.4
VNM,2016,FINPROTECTION_IMP_NPRELPL_POP,1.51
RUS,1999,FINPROTECTION_IMP_NPRELPL_POP,0.85
MKD,2005,FINPROTECTION_IMP_NPRELPL_POP,1.48
THA,2015,FINPROTECTION_IMP_NPRELPL_POP,0.39
TUN,2010,FINPROTECTION_IMP_NPRELPL_POP,2.52
GNB,2018,FINPROTECTION_IMP_NPRELPL_POP,2.27
GEO,1998,FINPROTECTION_IMP_NPRELPL_POP,1.44
LUX,2013,FINPROTECTION_IMP_NPRELPL_POP,0.71
GIN,2018,FINPROTECTION_IMP_NPRELPL_POP,2.86
PAK,2007,FINPROTECTION_IMP_NPRELPL_POP,1.67
UZB,2002,FINPROTECTION_IMP_NPRELPL_POP,0.96
GNB,2010,FINPROTECTION_IMP_NPRELPL_POP,1.56
COL,2008,FINPROTECTION_IMP_NPRELPL_POP,1.65
PAN,2003,FINPROTECTION_IMP_NPRELPL_POP,2.45
KGZ,2019,FINPROTECTION_IMP_NPRELPL_POP,0.34
NAM,2015,FINPROTECTION_IMP_NPRELPL_POP,0.3
MEX,2016,FINPROTECTION_IMP_NPRELPL_POP,0.73
PHL,2009,FINPROTECTION_IMP_NPRELPL_POP,0.38
MKD,1999,FINPROTECTION_IMP_NPRELPL_POP,1.5
FIN,2006,FINPROTECTION_IMP_NPRELPL_POP,1.63
GEO,2000,FINPROTECTION_IMP_NPRELPL_POP,2.47
IND,1995,FINPROTECTION_IMP_NPRELPL_POP,1.17
THA,1994,FINPROTECTION_IMP_NPRELPL_POP,0.5
TUR,2005,FINPROTECTION_IMP_NPRELPL_POP,1.34
EST,2005,FINPROTECTION_IMP_NPRELPL_POP,1.82
IRN,2012,FINPROTECTION_IMP_NPRELPL_POP,3.11
TCD,2011,FINPROTECTION_IMP_NPRELPL_POP,1.34
BFA,1998,FINPROTECTION_IMP_NPRELPL_POP,1.36
LAO,2019,FINPROTECTION_IMP_NPRELPL_POP,1.8
BDI,1998,FINPROTECTION_IMP_NPRELPL_POP,1.16
KAZ,2013,FINPROTECTION_IMP_NPRELPL_POP,1.06
SLE,2018,FINPROTECTION_IMP_NPRELPL_POP,3.09
PAN,2008,FINPROTECTION_IMP_NPRELPL_POP,0.61
POL,2002,FINPROTECTION_IMP_NPRELPL_POP,1.36
PER,2008,FINPROTECTION_IMP_NPRELPL_POP,1.23
LTU,2000,FINPROTECTION_IMP_NPRELPL_POP,2.56
ECU,2011,FINPROTECTION_IMP_NPRELPL_POP,2.99
MNE,2011,FINPROTECTION_IMP_NPRELPL_POP,1.27
MDA,2021,FINPROTECTION_IMP_NPRELPL_POP,2.3
KAZ,2014,FINPROTECTION_IMP_NPRELPL_POP,1.36
THA,2016,FINPROTECTION_IMP_NPRELPL_POP,0.8
IRN,2014,FINPROTECTION_IMP_NPRELPL_POP,2.06
NAM,2009,FINPROTECTION_IMP_NPRELPL_POP,0.2
BLR,2015,FINPROTECTION_IMP_NPRELPL_POP,1.63
USA,2001,FINPROTECTION_IMP_NPRELPL_POP,1.23
TJK,2009,FINPROTECTION_IMP_NPRELPL_POP,3.52
MLT,2015,FINPROTECTION_IMP_NPRELPL_POP,3.13
BIH,2011,FINPROTECTION_IMP_NPRELPL_POP,0.99
LAO,2007,FINPROTECTION_IMP_NPRELPL_POP,2.71
IND,2006,FINPROTECTION_IMP_NPRELPL_POP,2.59
POL,2010,FINPROTECTION_IMP_NPRELPL_POP,3.37
CIV,1998,FINPROTECTION_IMP_NPRELPL_POP,2.05
GBR,2013,FINPROTECTION_IMP_NPRELPL_POP,0.35
MKD,1997,FINPROTECTION_IMP_NPRELPL_POP,0.0
LVA,2010,FINPROTECTION_IMP_NPRELPL_POP,1.69
THA,2009,FINPROTECTION_IMP_NPRELPL_POP,0.69
LUX,2012,FINPROTECTION_IMP_NPRELPL_POP,1.21
VNM,2006,FINPROTECTION_IMP_NPRELPL_POP,0.85
UKR,2019,FINPROTECTION_IMP_NPRELPL_POP,1.7
THA,1996,FINPROTECTION_IMP_NPRELPL_POP,1.72
PER,2013,FINPROTECTION_IMP_NPRELPL_POP,1.32
PAK,2001,FINPROTECTION_IMP_NPRELPL_POP,1.01
EGY,1997,FINPROTECTION_IMP_NPRELPL_POP,1.21
KHM,2019,FINPROTECTION_IMP_NPRELPL_POP,5.18
NIC,1993,FINPROTECTION_IMP_NPRELPL_POP,1.95
BOL,2018,FINPROTECTION_IMP_NPRELPL_POP,1.83
SRB,2013,FINPROTECTION_IMP_NPRELPL_POP,2.26
FIN,1998,FINPROTECTION_IMP_NPRELPL_POP,1.68
YEM,1998,FINPROTECTION_IMP_NPRELPL_POP,1.1
UKR,2019,FINPROTECTION_IMP_NPRELPL_POP,1.72
IRN,2011,FINPROTECTION_IMP_NPRELPL_POP,3.57
LVA,2014,FINPROTECTION_IMP_NPRELPL_POP,3.03
ISL,1995,FINPROTECTION_IMP_NPRELPL_POP,1.43
ROU,2013,FINPROTECTION_IMP_NPRELPL_POP,1.69
TCD,2018,FINPROTECTION_IMP_NPRELPL_POP,0.61
CMR,2014,FINPROTECTION_IMP_NPRELPL_POP,1.6
SDN,2009,FINPROTECTION_IMP_NPRELPL_POP,4.35
IRN,2011,FINPROTECTION_IMP_NPRELPL_POP,2.07
MKD,2003,FINPROTECTION_IMP_NPRELPL_POP,1.16
UGA,2005,FINPROTECTION_IMP_NPRELPL_POP,0.57
NER,2018,FINPROTECTION_IMP_NPRELPL_POP,1.34
NIC,1993,FINPROTECTION_IMP_NPRELPL_POP,0.75
AZE,2003,FINPROTECTION_IMP_NPRELPL_POP,0.87
ROU,2001,FINPROTECTION_IMP_NPRELPL_POP,0.87
CZE,2018,FINPROTECTION_IMP_NPRELPL_POP,1.48
ROU,2000,FINPROTECTION_IMP_NPRELPL_POP,0.71
LTU,1998,FINPROTECTION_IMP_NPRELPL_POP,1.6
BEN,2011,FINPROTECTION_IMP_NPRELPL_POP,1.99
JAM,1996,FINPROTECTION_IMP_NPRELPL_POP,1.1
SVN,2018,FINPROTECTION_IMP_NPRELPL_POP,0.75
IRN,2020,FINPROTECTION_IMP_NPRELPL_POP,3.29
MDA,2015,FINPROTECTION_IMP_NPRELPL_POP,3.55
LSO,2010,FINPROTECTION_IMP_NPRELPL_POP,0.71
PER,2008,FINPROTECTION_IMP_NPRELPL_POP,1.57
ISR,2005,FINPROTECTION_IMP_NPRELPL_POP,2.13
IDN,2014,FINPROTECTION_IMP_NPRELPL_POP,0.79
VNM,1992,FINPROTECTION_IMP_NPRELPL_POP,4.25
SWZ,2000,FINPROTECTION_IMP_NPRELPL_POP,0.92
URY,2005,FINPROTECTION_IMP_NPRELPL_POP,0.6
VNM,2008,FINPROTECTION_IMP_NPRELPL_POP,3.11
ALB,2008,FINPROTECTION_IMP_NPRELPL_POP,1.74
LTU,1999,FINPROTECTION_IMP_NPRELPL_POP,2.51
SVK,2010,FINPROTECTION_IMP_NPRELPL_POP,0.51
THA,2004,FINPROTECTION_IMP_NPRELPL_POP,0.98
AGO,2008,FINPROTECTION_IMP_NPRELPL_POP,1.55
YEM,1998,FINPROTECTION_IMP_NPRELPL_POP,1.24
SYC,2006,FINPROTECTION_IMP_NPRELPL_POP,0.0
LVA,1997,FINPROTECTION_IMP_NPRELPL_POP,1.77
GEO,2003,FINPROTECTION_IMP_NPRELPL_POP,2.23
TCD,2003,FINPROTECTION_IMP_NPRELPL_POP,1.56
RWA,2000,FINPROTECTION_IMP_NPRELPL_POP,1.13
BOL,2015,FINPROTECTION_IMP_NPRELPL_POP,0.6
GEO,2005,FINPROTECTION_IMP_NPRELPL_POP,3.11
DJI,2017,FINPROTECTION_IMP_NPRELPL_POP,0.41
GEO,2011,FINPROTECTION_IMP_NPRELPL_POP,3.68
HRV,2004,FINPROTECTION_IMP_NPRELPL_POP,0.93
BWA,2015,FINPROTECTION_IMP_NPRELPL_POP,0.6
VNM,2006,FINPROTECTION_IMP_NPRELPL_POP,3.24
GTM,2014,FINPROTECTION_IMP_NPRELPL_POP,1.7
CIV,1986,FINPROTECTION_IMP_NPRELPL_POP,3.05
LVA,2011,FINPROTECTION_IMP_NPRELPL_POP,2.63
ARM,2008,FINPROTECTION_IMP_NPRELPL_POP,0.54
ARM,1999,FINPROTECTION_IMP_NPRELPL_POP,2.54
LVA,2013,FINPROTECTION_IMP_NPRELPL_POP,3.17
ESP,2019,FINPROTECTION_IMP_NPRELPL_POP,1.54
LKA,2006,FINPROTECTION_IMP_NPRELPL_POP,1.49
POL,2007,FINPROTECTION_IMP_NPRELPL_POP,3.1
GNB,2018,FINPROTECTION_IMP_NPRELPL_POP,3.01
MEX,2018,FINPROTECTION_IMP_NPRELPL_POP,1.26
SWZ,2016,FINPROTECTION_IMP_NPRELPL_POP,1.11
IND,2000,FINPROTECTION_IMP_NPRELPL_POP,0.48
NOR,1997,FINPROTECTION_IMP_NPRELPL_POP,1.35
BLR,2016,FINPROTECTION_IMP_NPRELPL_POP,1.44
KGZ,2000,FINPROTECTION_IMP_NPRELPL_POP,0.14
CPV,2007,FINPROTECTION_IMP_NPRELPL_POP,0.83
ARM,2009,FINPROTECTION_IMP_NPRELPL_POP,1.46
COD,2012,FINPROTECTION_IMP_NPRELPL_POP,1.18
GAB,2017,FINPROTECTION_IMP_NPRELPL_POP,1.79
MUS,1996,FINPROTECTION_IMP_NPRELPL_POP,0.81
TUN,1995,FINPROTECTION_IMP_NPRELPL_POP,3.73
MDA,2014,FINPROTECTION_IMP_NPRELPL_POP,2.08
RWA,2000,FINPROTECTION_IMP_NPRELPL_POP,1.01
KAZ,2009,FINPROTECTION_IMP_NPRELPL_POP,0.9
CZE,2006,FINPROTECTION_IMP_NPRELPL_POP,0.47
MMR,2017,FINPROTECTION_IMP_NPRELPL_POP,3.96
VNM,2010,FINPROTECTION_IMP_NPRELPL_POP,3.1
MDA,2003,FINPROTECTION_IMP_NPRELPL_POP,1.65
BTN,2012,FINPROTECTION_IMP_NPRELPL_POP,0.76
IDN,2015,FINPROTECTION_IMP_NPRELPL_POP,0.74
SRB,2007,FINPROTECTION_IMP_NPRELPL_POP,2.32
THA,2014,FINPROTECTION_IMP_NPRELPL_POP,0.38
LVA,2005,FINPROTECTION_IMP_NPRELPL_POP,1.98
THA,2014,FINPROTECTION_IMP_NPRELPL_POP,0.95
TUN,2015,FINPROTECTION_IMP_NPRELPL_POP,2.52
IRL,1999,FINPROTECTION_IMP_NPRELPL_POP,0.37
UKR,2003,FINPROTECTION_IMP_NPRELPL_POP,1.89
MEX,2016,FINPROTECTION_IMP_NPRELPL_POP,0.37
UZB,2003,FINPROTECTION_IMP_NPRELPL_POP,0.83
MOZ,2014,FINPROTECTION_IMP_NPRELPL_POP,0.38
MKD,2009,FINPROTECTION_IMP_NPRELPL_POP,0.71
UGA,2002,FINPROTECTION_IMP_NPRELPL_POP,1.81
TUR,2009,FINPROTECTION_IMP_NPRELPL_POP,0.56
BLR,2002,FINPROTECTION_IMP_NPRELPL_POP,2.08
BTN,2012,FINPROTECTION_IMP_NPRELPL_POP,0.98
NER,2011,FINPROTECTION_IMP_NPRELPL_POP,1.26
HUN,2007,FINPROTECTION_IMP_NPRELPL_POP,2.56
USA,2000,FINPROTECTION_IMP_NPRELPL_POP,1.31
GEO,2005,FINPROTECTION_IMP_NPRELPL_POP,2.78
PHL,2015,FINPROTECTION_IMP_NPRELPL_POP,0.63
KAZ,2003,FINPROTECTION_IMP_NPRELPL_POP,0.82
LVA,2015,FINPROTECTION_IMP_NPRELPL_POP,3.61
EST,1995,FINPROTECTION_IMP_NPRELPL_POP,1.05
CRI,2018,FINPROTECTION_IMP_NPRELPL_POP,1.22
MNG,2021,FINPROTECTION_IMP_NPRELPL_POP,3.02
IRN,2021,FINPROTECTION_IMP_NPRELPL_POP,1.19
LVA,2004,FINPROTECTION_IMP_NPRELPL_POP,2.1
FIN,2016,FINPROTECTION_IMP_NPRELPL_POP,1.61
BOL,2000,FINPROTECTION_IMP_NPRELPL_POP,2.27
CZE,2012,FINPROTECTION_IMP_NPRELPL_POP,1.33
IDN,2006,FINPROTECTION_IMP_NPRELPL_POP,0.39
USA,1997,FINPROTECTION_IMP_NPRELPL_POP,1.1
ROU,2012,FINPROTECTION_IMP_NPRELPL_POP,1.44
MNE,2010,FINPROTECTION_IMP_NPRELPL_POP,1.98
BFA,2003,FINPROTECTION_IMP_NPRELPL_POP,1.5
EST,2003,FINPROTECTION_IMP_NPRELPL_POP,1.38
MNG,2018,FINPROTECTION_IMP_NPRELPL_POP,1.58
URY,2005,FINPROTECTION_IMP_NPRELPL_POP,0.47
TZA,2018,FINPROTECTION_IMP_NPRELPL_POP,1.02
LVA,2008,FINPROTECTION_IMP_NPRELPL_POP,3.01
BRA,2008,FINPROTECTION_IMP_NPRELPL_POP,2.03
SRB,2006,FINPROTECTION_IMP_NPRELPL_POP,2.52
BEN,2003,FINPROTECTION_IMP_NPRELPL_POP,1.02
NER,2005,FINPROTECTION_IMP_NPRELPL_POP,0.78
UKR,2014,FINPROTECTION_IMP_NPRELPL_POP,1.3
BOL,2015,FINPROTECTION_IMP_NPRELPL_POP,1.5
MNG,2010,FINPROTECTION_IMP_NPRELPL_POP,0.41
LVA,2010,FINPROTECTION_IMP_NPRELPL_POP,1.98
CRI,2004,FINPROTECTION_IMP_NPRELPL_POP,0.67
ISR,2004,FINPROTECTION_IMP_NPRELPL_POP,2.09
LKA,2012,FINPROTECTION_IMP_NPRELPL_POP,1.15
MLI,2011,FINPROTECTION_IMP_NPRELPL_POP,1.49
MDA,2003,FINPROTECTION_IMP_NPRELPL_POP,1.69
NPL,2003,FINPROTECTION_IMP_NPRELPL_POP,1.76
CIV,2018,FINPROTECTION_IMP_NPRELPL_POP,3.0
HUN,1998,FINPROTECTION_IMP_NPRELPL_POP,1.31
NIC,2009,FINPROTECTION_IMP_NPRELPL_POP,2.4
UKR,2002,FINPROTECTION_IMP_NPRELPL_POP,2.16
TGO,2015,FINPROTECTION_IMP_NPRELPL_POP,3.68
JAM,1990,FINPROTECTION_IMP_NPRELPL_POP,1.7
MDG,2005,FINPROTECTION_IMP_NPRELPL_POP,0.18
ESP,2011,FINPROTECTION_IMP_NPRELPL_POP,1.04
GRC,2016,FINPROTECTION_IMP_NPRELPL_POP,2.49
USA,2021,FINPROTECTION_IMP_NPRELPL_POP,0.62
DJI,2017,FINPROTECTION_IMP_NPRELPL_POP,0.1
GRC,2016,FINPROTECTION_IMP_NPRELPL_POP,1.77
EGY,2008,FINPROTECTION_IMP_NPRELPL_POP,0.9
MNG,2018,FINPROTECTION_IMP_NPRELPL_POP,1.32
MOZ,2002,FINPROTECTION_IMP_NPRELPL_POP,0.24
NPL,2016,FINPROTECTION_IMP_NPRELPL_POP,2.7
UKR,2008,FINPROTECTION_IMP_NPRELPL_POP,1.2
LUX,2019,FINPROTECTION_IMP_NPRELPL_POP,1.84
LAO,2007,FINPROTECTION_IMP_NPRELPL_POP,2.72
LKA,2006,FINPROTECTION_IMP_NPRELPL_POP,1.39
TUR,2004,FINPROTECTION_IMP_NPRELPL_POP,1.11
BLR,2004,FINPROTECTION_IMP_NPRELPL_POP,2.17
ARM,2012,FINPROTECTION_IMP_NPRELPL_POP,2.32
BIH,2007,FINPROTECTION_IMP_NPRELPL_POP,1.89
THA,2012,FINPROTECTION_IMP_NPRELPL_POP,0.32
SRB,2018,FINPROTECTION_IMP_NPRELPL_POP,1.84
PAK,2011,FINPROTECTION_IMP_NPRELPL_POP,1.77
BLR,2011,FINPROTECTION_IMP_NPRELPL_POP,0.96
MKD,2004,FINPROTECTION_IMP_NPRELPL_POP,2.21
THA,2011,FINPROTECTION_IMP_NPRELPL_POP,0.58
PSE,2010,FINPROTECTION_IMP_NPRELPL_POP,2.42
SSD,2009,FINPROTECTION_IMP_NPRELPL_POP,1.06
VNM,2004,FINPROTECTION_IMP_NPRELPL_POP,3.29
UKR,2015,FINPROTECTION_IMP_NPRELPL_POP,1.49
ROU,2003,FINPROTECTION_IMP_NPRELPL_POP,1.27
PHL,2006,FINPROTECTION_IMP_NPRELPL_POP,0.72
UKR,2009,FINPROTECTION_IMP_NPRELPL_POP,1.36
POL,2010,FINPROTECTION_IMP_NPRELPL_POP,2.39
IRN,2017,FINPROTECTION_IMP_NPRELPL_POP,1.41
TZA,2018,FINPROTECTION_IMP_NPRELPL_POP,1.15
KAZ,2017,FINPROTECTION_IMP_NPRELPL_POP,0.79
HUN,2004,FINPROTECTION_IMP_NPRELPL_POP,3.56
IRQ,2006,FINPROTECTION_IMP_NPRELPL_POP,1.05
IDN,2010,FINPROTECTION_IMP_NPRELPL_POP,0.53
BWA,1993,FINPROTECTION_IMP_NPRELPL_POP,0.98
ALB,2008,FINPROTECTION_IMP_NPRELPL_POP,2.34
ARM,2011,FINPROTECTION_IMP_NPRELPL_POP,2.22
CRI,1992,FINPROTECTION_IMP_NPRELPL_POP,0.43
LVA,2002,FINPROTECTION_IMP_NPRELPL_POP,1.55
IDN,2009,FINPROTECTION_IMP_NPRELPL_POP,0.53
IRQ,2006,FINPROTECTION_IMP_NPRELPL_POP,1.69
SVK,2005,FINPROTECTION_IMP_NPRELPL_POP,1.49
CRI,2012,FINPROTECTION_IMP_NPRELPL_POP,1.16
MLI,2015,FINPROTECTION_IMP_NPRELPL_POP,1.47
MNG,2002,FINPROTECTION_IMP_NPRELPL_POP,0.52
TGO,2018,FINPROTECTION_IMP_NPRELPL_POP,0.83
NIC,1998,FINPROTECTION_IMP_NPRELPL_POP,2.35
BLR,2020,FINPROTECTION_IMP_NPRELPL_POP,3.92
LSO,2010,FINPROTECTION_IMP_NPRELPL_POP,0.57
COG,2011,FINPROTECTION_IMP_NPRELPL_POP,1.65
KAZ,2015,FINPROTECTION_IMP_NPRELPL_POP,1.31
BFA,1998,FINPROTECTION_IMP_NPRELPL_POP,1.5
GMB,2015,FINPROTECTION_IMP_NPRELPL_POP,0.33
MKD,2019,FINPROTECTION_IMP_NPRELPL_POP,1.35
THA,2016,FINPROTECTION_IMP_NPRELPL_POP,0.26
PER,2015,FINPROTECTION_IMP_NPRELPL_POP,2.45
SVK,2005,FINPROTECTION_IMP_NPRELPL_POP,1.38
SYC,2013,FINPROTECTION_IMP_NPRELPL_POP,1.39
KGZ,2003,FINPROTECTION_IMP_NPRELPL_POP,0.0
MDV,2009,FINPROTECTION_IMP_NPRELPL_POP,4.64
LUX,2016,FINPROTECTION_IMP_NPRELPL_POP,1.84
ZAF,2000,FINPROTECTION_IMP_NPRELPL_POP,0.27
MDA,1998,FINPROTECTION_IMP_NPRELPL_POP,1.14
TUN,2005,FINPROTECTION_IMP_NPRELPL_POP,3.72
HUN,1999,FINPROTECTION_IMP_NPRELPL_POP,0.76
LKA,2009,FINPROTECTION_IMP_NPRELPL_POP,0.71
LTU,2003,FINPROTECTION_IMP_NPRELPL_POP,2.12
KGZ,2009,FINPROTECTION_IMP_NPRELPL_POP,1.82
ESP,2012,FINPROTECTION_IMP_NPRELPL_POP,1.15
GEO,2006,FINPROTECTION_IMP_NPRELPL_POP,2.58
MDA,2001,FINPROTECTION_IMP_NPRELPL_POP,1.45
POL,2000,FINPROTECTION_IMP_NPRELPL_POP,2.23
UKR,2010,FINPROTECTION_IMP_NPRELPL_POP,1.62
NIC,2001,FINPROTECTION_IMP_NPRELPL_POP,2.03
IDN,2015,FINPROTECTION_IMP_NPRELPL_POP,0.7
HUN,1998,FINPROTECTION_IMP_NPRELPL_POP,1.06
EST,2004,FINPROTECTION_IMP_NPRELPL_POP,2.46
